Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,EducationLevel,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,LoanPurpose,RiskScore,LoanApproved
48,35187,574,Employed,82538,48,Bachelor,1,572,0.0401105443376594,0.2100346607236835,0,1,25,9,Auto,59.0,0
20,53299,544,Self-Employed,36261,36,Bachelor,0,630,0.1186838574631247,0.4570036583948081,0,0,25,24,Home,54.0,0
34,54605,614,Employed,12604,24,Master,1,462,0.5457376738243693,0.2270988899329032,0,0,30,18,Debt Consolidation,40.0,1
53,36754,505,Self-Employed,36455,36,Associate,1,674,0.4390978532691305,0.1827675746410422,0,0,34,14,Debt Consolidation,51.0,0
40,37426,601,Employed,38810,24,High School,0,153,0.4950801071880365,0.2736874454580693,0,0,12,25,Home,47.0,0
27,29512,545,Employed,28201,60,Bachelor,1,455,0.0889262496027724,0.2382239805618368,0,0,15,18,Home,53.0,0
31,34589,445,Employed,91631,60,High School,3,285,0.4479217256116706,0.0712589500448839,0,0,29,16,Debt Consolidation,52.0,0
48,56584,615,Unemployed,15122,36,Associate,2,115,0.1711762535570972,0.4960157211226295,0,0,25,25,Education,40.8,1
31,32777,537,Employed,27822,60,Master,2,392,0.3132684195484376,0.2064896020291528,0,1,21,15,Education,55.0,0
42,70901,575,Self-Employed,20087,60,Bachelor,0,582,0.4906214976465529,0.328179015710244,0,0,29,4,Home,61.0,0
40,52184,574,Self-Employed,38284,48,Associate,3,356,0.1458470952597986,0.1463717864147254,0,0,16,3,Other,53.0,0
32,43451,506,Employed,9077,36,High School,0,564,0.0995242227534924,0.2942756747702839,0,0,23,1,Other,56.0,0
65,23881,599,Employed,17067,60,High School,4,678,0.1846329506343811,0.4103191980213574,0,0,23,26,Auto,57.0,0
47,44248,550,Self-Employed,21565,36,High School,2,499,0.2125094044867889,0.2248814925018989,0,0,28,12,Debt Consolidation,54.0,0
18,15885,551,Employed,35284,84,Master,0,264,0.2965692524382257,0.5418069239545946,0,0,23,27,Home,54.0,0
42,39637,599,Employed,28863,24,Doctorate,4,337,0.6577604508520756,0.1097211866260738,0,0,25,7,Other,50.0,0
32,48777,549,Employed,32798,72,Bachelor,3,176,0.5015655330324704,0.2891038188839888,0,0,30,4,Auto,55.0,0
50,43208,564,Employed,13574,84,High School,3,361,0.7222491660505085,0.3408269936918299,0,0,33,6,Debt Consolidation,59.0,0
30,18662,544,Employed,28715,60,Bachelor,1,511,0.276851053054796,0.4274032839526854,0,0,25,12,Home,56.0,0
38,42209,582,Self-Employed,29658,48,Master,0,395,0.2847731321367094,0.1850249718928613,0,0,36,1,Education,54.0,0
46,99222,450,Employed,44563,120,Master,1,281,0.3917764046951245,0.2191393300069593,0,0,32,21,Debt Consolidation,51.0,0
50,27279,634,Employed,14474,72,Bachelor,0,590,0.1014320071614884,0.1691377647178658,0,0,21,28,Debt Consolidation,46.0,0
25,15000,603,Employed,33259,48,Bachelor,2,253,0.0631758511129543,0.1227545473949578,0,1,19,9,Other,53.0,0
35,75376,610,Employed,20920,36,Bachelor,3,448,0.7454746291843386,0.5165433498225567,1,0,22,8,Debt Consolidation,70.0,0
34,25096,602,Employed,9999,96,High School,3,312,0.019379253449884,0.4168513557997069,0,1,28,24,Education,56.0,0
32,34817,606,Employed,36726,48,Bachelor,0,570,0.2563830614063498,0.234471781352428,0,0,26,1,Home,54.0,0
61,68306,583,Employed,25261,24,Bachelor,2,441,0.0375608964605936,0.594253569743979,0,0,25,3,Other,60.0,0
44,58991,587,Employed,14635,48,Bachelor,0,248,0.1062924249308045,0.2520384610441041,0,0,29,10,Education,40.8,1
24,92237,622,Employed,29532,96,Bachelor,0,417,0.4755624175986784,0.3514774180121199,0,0,23,17,Auto,51.0,0
51,52241,628,Employed,25118,12,Bachelor,0,1434,0.4476995325225973,0.0733975280864151,0,0,24,23,Auto,48.0,0
65,66407,579,Employed,44037,48,Bachelor,1,235,0.2364061288432686,0.3872177261964307,0,0,24,19,Home,54.0,0
52,20071,565,Employed,12684,36,High School,0,484,0.3345689133513748,0.1793966740372757,0,0,33,7,Education,51.0,0
21,69356,589,Self-Employed,18957,72,Master,1,530,0.3392535184817753,0.4834832689131746,0,0,11,16,Education,59.0,0
34,31043,536,Employed,13424,96,Bachelor,2,852,0.1648517978475679,0.4272706609557036,0,0,25,19,Debt Consolidation,56.0,0
55,300000,509,Employed,18698,36,Bachelor,3,1099,0.4277876848852618,0.0817340523215344,0,1,26,5,Other,42.400000000000006,1
31,34233,599,Employed,26572,60,Associate,0,189,0.5801713272829614,0.3934759121333316,0,0,25,17,Auto,56.0,0
45,81867,632,Employed,35991,36,Master,0,390,0.2243919717998011,0.291202109838133,0,0,31,13,Education,48.0,0
49,79592,583,Self-Employed,17337,60,Bachelor,3,290,0.1635140381464005,0.47058030912631,1,0,27,29,Other,51.2,1
28,45466,589,Unemployed,31671,84,Bachelor,0,256,0.3881664452652395,0.5857337818709185,1,1,19,15,Auto,74.0,0
39,75932,530,Employed,29901,12,Doctorate,2,350,0.1825249109874367,0.180458703155087,0,0,17,20,Debt Consolidation,47.0,0
18,160729,555,Employed,22942,48,Master,2,179,0.0437097902051561,0.2869856288516537,0,0,18,1,Other,42.400000000000006,1
27,29349,570,Employed,31897,96,Bachelor,2,389,0.1479941767749165,0.0719280954556733,0,0,29,4,Other,54.0,0
36,15000,575,Employed,16449,12,High School,1,195,0.272116971226163,0.0732499625221535,0,0,26,29,Other,52.0,0
25,22698,630,Employed,7604,36,Doctorate,1,165,0.2216575065597782,0.3026516353790942,0,0,22,8,Education,50.0,0
59,117989,610,Employed,21413,48,Doctorate,3,642,0.2998318044591407,0.5411654235793019,0,1,20,4,Home,48.8,1
22,28842,462,Employed,23503,120,High School,2,255,0.4089824110262728,0.294992690597753,0,0,23,28,Auto,55.0,0
34,197755,589,Employed,23464,24,Associate,1,310,0.2097904179976681,0.3806598873841047,0,0,27,26,Debt Consolidation,41.6,1
41,80502,588,Employed,51696,36,Bachelor,2,430,0.2302710467777223,0.2609069604025782,0,0,25,17,Home,51.0,0
57,26541,617,Employed,28122,48,High School,0,410,0.1124610557166761,0.1188167612684841,0,0,16,26,Auto,46.0,0
22,19683,578,Employed,16797,96,High School,1,339,0.1260465500160707,0.0771145970808973,0,1,20,21,Home,57.0,0
53,45788,635,Employed,31589,24,Bachelor,3,86,0.2279128675095257,0.3195737935541793,0,0,23,12,Education,52.0,0
40,16070,562,Unemployed,27411,96,Doctorate,1,371,0.1498378456572485,0.272989871352703,0,0,17,2,Debt Consolidation,56.0,0
28,42043,521,Employed,28140,108,High School,0,470,0.2018527604178917,0.1170376016754305,0,0,16,14,Debt Consolidation,51.0,0
45,90083,581,Employed,27462,36,Master,4,433,0.4521564849934903,0.3213442693713205,0,0,23,23,Education,43.2,1
42,28481,632,Unemployed,12820,36,Master,0,412,0.0914950280432423,0.414573853629521,0,0,20,27,Debt Consolidation,57.0,0
32,16274,597,Employed,15725,36,Master,1,503,0.2830381832097021,0.5140464303912863,0,0,21,4,Debt Consolidation,57.0,0
40,25192,560,Employed,21634,36,Associate,2,480,0.3718130643324897,0.3191351286892482,0,0,32,25,Auto,54.0,0
35,78101,526,Employed,14215,36,Associate,4,345,0.1645513663415042,0.156237431412694,0,0,25,11,Other,49.0,0
41,73312,561,Employed,41720,24,Associate,2,160,0.3848032298822951,0.3836320331236874,0,1,21,28,Auto,58.0,0
47,72434,613,Employed,10034,72,Master,4,839,0.217422470527538,0.1789421979186,0,0,15,24,Education,37.6,1
59,160132,634,Employed,21320,24,Bachelor,3,474,0.3294739596357792,0.1650596079336031,0,0,26,19,Home,36.0,1
25,15000,534,Employed,19820,60,High School,3,497,0.2521240615512209,0.238207171545896,0,0,32,20,Auto,54.0,0
65,49341,631,Employed,33548,36,High School,0,487,0.4093688560680847,0.256680767691853,0,0,19,18,Debt Consolidation,51.0,0
18,47185,531,Unemployed,18490,48,Associate,2,231,0.1284265710581646,0.0759736602958251,0,1,32,23,Home,59.0,0
38,107659,607,Employed,19552,96,Doctorate,1,399,0.0523118629426809,0.389597131520311,0,0,27,25,Education,36.0,1
47,179664,589,Employed,21380,24,Bachelor,0,542,0.5807796947546544,0.3863901664766297,0,0,17,24,Education,42.400000000000006,1
43,81136,575,Employed,15763,48,Bachelor,0,395,0.3111495824061551,0.309090165557094,0,0,19,22,Other,42.400000000000006,1
32,86245,445,Employed,17018,48,High School,4,581,0.2073829611612442,0.1973897536046715,0,0,23,23,Auto,39.2,1
37,98074,620,Employed,16112,60,Master,3,495,0.4833771184525332,0.4067297521255082,0,0,22,6,Other,44.0,1
34,23559,598,Employed,52609,96,Bachelor,1,425,0.6713885803560015,0.4569987319555839,0,0,28,15,Debt Consolidation,60.0,0
32,39808,619,Employed,18027,60,Master,3,365,0.074351710109728,0.2451303995104611,0,0,29,20,Auto,39.2,1
50,18856,580,Employed,16282,36,Associate,0,355,0.0876366678669921,0.1910627607510301,0,0,26,10,Home,51.0,0
44,101388,642,Employed,22076,48,Bachelor,0,209,0.2443525281809312,0.4831825959111023,0,0,26,9,Debt Consolidation,40.8,1
31,80085,530,Employed,21534,48,Associate,1,790,0.3122831552282539,0.3957181328655004,0,0,27,26,Auto,40.8,1
50,22787,627,Employed,20061,60,High School,0,328,0.3564726380008286,0.217880109749415,0,0,24,27,Home,51.0,0
43,30579,571,Employed,53420,120,High School,0,533,0.2083471981414053,0.583125688062165,0,0,32,16,Auto,59.0,0
49,15004,583,Employed,44032,84,High School,0,675,0.280954010848542,0.1992477321663434,0,0,28,24,Debt Consolidation,52.0,0
47,49936,492,Self-Employed,30787,120,Associate,2,480,0.2465522263623492,0.2405265387740378,0,0,29,15,Education,38.400000000000006,1
30,26960,603,Employed,12517,36,Bachelor,5,454,0.1656594341635739,0.3996098167022324,0,0,26,10,Education,52.0,0
33,18391,552,Employed,9769,96,High School,4,423,0.1186474028636012,0.3182220476329784,0,0,28,19,Home,55.0,0
48,51404,563,Employed,9446,12,Associate,2,191,0.0608261911234042,0.2415056111497174,0,0,31,2,Education,55.0,0
47,175236,482,Employed,27512,48,Associate,1,461,0.2786004815545762,0.603567558031183,0,0,20,26,Education,41.6,1
39,101044,615,Employed,15696,36,Bachelor,1,247,0.1294703956644828,0.3055002033203792,0,0,25,6,Home,39.2,1
41,40358,619,Employed,10669,60,High School,4,367,0.0315061591924497,0.4605800971978807,0,0,28,8,Auto,52.0,0
55,63122,656,Self-Employed,18914,24,Bachelor,3,373,0.1956908662789235,0.2019388641808749,0,0,24,6,Education,50.0,0
32,140216,617,Employed,13335,48,Associate,0,411,0.1487520299112135,0.4327197038522816,0,0,27,13,Home,40.0,1
46,120353,511,Employed,24013,72,High School,3,624,0.1824098903467016,0.0253773080144832,0,0,20,9,Debt Consolidation,48.0,0
37,41312,545,Self-Employed,36289,36,Bachelor,1,850,0.4654173336470175,0.4143295645193836,0,0,20,7,Education,60.0,0
37,57679,403,Employed,18371,72,High School,3,1535,0.3055366930825166,0.4922112349789661,0,0,27,11,Auto,56.0,0
53,35808,611,Employed,53571,24,Master,1,268,0.3151604320864324,0.297502655757911,0,0,29,29,Other,48.0,0
49,61971,494,Self-Employed,24754,108,Master,0,879,0.5205736940555182,0.2329192337367846,0,0,23,12,Home,54.0,0
49,76040,600,Employed,37175,72,Bachelor,2,268,0.6045839856714935,0.4111055041466662,0,0,17,18,Education,44.0,1
55,89794,582,Employed,32141,60,Associate,0,459,0.1811816173924722,0.4246163204268197,0,0,25,20,Auto,38.400000000000006,1
40,36971,611,Employed,29198,48,Bachelor,4,293,0.0301180873067814,0.068491577335999,0,0,31,28,Debt Consolidation,47.0,0
48,92250,498,Employed,36697,96,Bachelor,3,546,0.3765253479893118,0.1278057306262553,0,0,25,28,Home,49.0,0
36,51610,476,Employed,19238,96,Associate,0,193,0.2781015383383924,0.2543620295110551,0,0,23,22,Auto,48.0,0
43,37703,467,Employed,8927,120,High School,0,287,0.2880022605505948,0.124280721839298,0,0,27,25,Auto,45.0,0
38,141114,544,Employed,25539,48,High School,2,297,0.124301353385056,0.1239223628232075,0,0,20,4,Other,40.0,1
41,34960,545,Employed,36928,48,High School,4,721,0.0353922648993501,0.2740584170935937,0,0,18,1,Debt Consolidation,56.0,0
47,28900,599,Employed,17636,60,Bachelor,3,603,0.1524618763729189,0.2513400909354539,1,0,18,18,Debt Consolidation,63.0,0
30,27888,530,Unemployed,25677,48,Master,2,777,0.0907458810819109,0.3999173985439089,0,0,19,21,Home,58.0,0
65,75116,610,Employed,6549,108,Associate,3,267,0.471235475530895,0.1148800475501667,1,0,25,10,Auto,60.0,0
27,19399,546,Employed,32442,48,High School,3,133,0.4219135727670613,0.210766332448918,0,0,28,13,Debt Consolidation,55.0,0
25,62204,380,Employed,14467,120,High School,1,243,0.2543968335126259,0.5803476360700166,0,0,21,24,Debt Consolidation,54.0,0
53,28908,589,Employed,8569,36,Associate,3,434,0.1381294235441957,0.1935365415056955,0,0,22,26,Home,51.0,0
49,46181,585,Self-Employed,32753,72,High School,4,374,0.5519372322275713,0.5366026434971638,0,0,17,26,Auto,59.0,0
47,190649,599,Self-Employed,19937,48,Associate,1,685,0.3274676527267922,0.2078271833118056,0,0,24,14,Auto,42.400000000000006,1
47,25914,438,Unemployed,25725,24,High School,0,305,0.7258218111091438,0.2868648102361215,0,1,20,17,Home,65.0,0
39,15778,549,Employed,27129,36,Bachelor,5,790,0.5599293004770171,0.5676033446892902,0,1,18,20,Home,67.0,0
29,103112,610,Employed,36161,60,Bachelor,1,466,0.2991618618280864,0.4478301649563306,0,0,28,11,Auto,52.0,0
40,25013,563,Employed,29653,36,Master,2,136,0.5360289479099881,0.7575036133519772,0,0,23,22,Education,61.0,0
31,26923,510,Employed,17955,36,Bachelor,2,1307,0.4992153160732514,0.0961418367370381,0,0,26,12,Education,53.0,0
51,74246,583,Employed,26795,48,High School,1,349,0.1566336915348754,0.3097615786511166,0,0,28,12,Debt Consolidation,49.0,0
38,87561,591,Employed,34138,72,Bachelor,2,410,0.464392078082361,0.8066258367442091,0,0,22,6,Home,60.0,0
30,15000,498,Employed,5936,60,High School,2,298,0.1611320821485574,0.2444117047102474,0,1,24,13,Home,55.0,0
36,64483,525,Employed,17279,36,Bachelor,1,177,0.2826089628814327,0.2594427207041143,0,0,14,16,Home,48.0,0
44,66790,596,Employed,15671,72,High School,0,558,0.1401565948611616,0.3994284639777543,1,0,23,20,Debt Consolidation,65.0,0
33,139115,548,Employed,10610,36,High School,3,319,0.2053685754610479,0.3698036266786609,0,0,21,26,Debt Consolidation,38.400000000000006,1
30,23058,618,Employed,63485,60,Associate,1,432,0.4833572143293619,0.3424369179036167,0,0,30,11,Debt Consolidation,54.0,0
42,67760,542,Employed,48408,120,High School,0,413,0.2043036523685245,0.5163986726593724,0,0,26,4,Debt Consolidation,59.0,0
42,31104,476,Employed,13149,48,Associate,0,655,0.3426533163511915,0.5042907440949208,0,0,22,19,Home,59.0,0
33,82323,526,Employed,8350,36,Associate,5,408,0.1532111307448788,0.2604917986893078,0,0,22,26,Auto,35.2,1
34,27943,530,Employed,13164,60,Bachelor,0,479,0.0992720636666124,0.2061220889664225,1,0,18,2,Auto,65.0,0
42,37699,487,Employed,29471,96,Associate,2,355,0.2509628446616912,0.0396521625797654,0,0,22,21,Education,49.0,0
22,55160,566,Employed,19802,60,Associate,2,809,0.3975158657254108,0.1230095106336399,0,0,24,20,Debt Consolidation,50.0,0
23,81109,465,Employed,46928,24,Bachelor,2,352,0.3672221098465869,0.1324652091610328,0,0,28,28,Home,45.0,0
31,65622,431,Employed,35136,48,High School,0,342,0.1262339995162814,0.4292483092526335,0,0,22,21,Other,55.0,0
37,86286,589,Employed,9686,24,Master,0,687,0.0360132151671891,0.1236572939894225,0,0,23,18,Debt Consolidation,33.6,1
43,46001,476,Employed,55889,36,Master,1,239,0.1658892774876587,0.1183994111699756,0,0,26,12,Home,50.0,0
57,192941,663,Employed,8954,48,Doctorate,2,430,0.4364907520987349,0.1083303251346709,1,0,16,24,Home,44.0,1
50,62852,609,Employed,51450,48,Associate,2,390,0.3978770319458383,0.2564993713855187,0,0,24,27,Home,49.0,0
38,35591,559,Employed,10270,12,Associate,3,533,0.2099644273434603,0.5346589129469114,0,0,29,9,Auto,60.0,0
39,74123,465,Employed,11531,60,Bachelor,3,185,0.1751282193875327,0.3750518732177731,0,0,26,17,Debt Consolidation,42.400000000000006,1
27,59387,544,Employed,18400,72,High School,1,720,0.1981211963771746,0.4068078297756348,0,0,20,20,Home,55.0,0
39,19530,533,Employed,16936,60,High School,2,643,0.2674216278217097,0.1114990527057087,0,0,20,14,Home,50.0,0
36,64412,584,Employed,20574,48,Associate,0,459,0.2538646457809892,0.1248538658374024,0,0,29,25,Home,50.0,0
43,25619,511,Employed,13628,72,Bachelor,0,435,0.2869695579111579,0.2112471906511205,0,0,21,13,Auto,54.0,0
30,22019,545,Self-Employed,10094,48,High School,2,175,0.1593787055965933,0.100713434706256,0,0,20,24,Other,54.0,0
46,34332,598,Employed,34356,48,Bachelor,2,617,0.0171851303384639,0.3425910027002873,1,0,20,19,Auto,64.0,0
58,46693,650,Employed,30185,84,High School,3,288,0.3170289655214109,0.0549110339363225,1,0,16,28,Auto,39.2,1
38,34274,577,Employed,13000,36,Bachelor,0,265,0.2407215203546011,0.4960121077664681,0,0,27,25,Education,45.6,1
44,37382,577,Employed,61563,12,Associate,4,280,0.1610797031766364,0.3700102469664103,0,0,18,2,Home,52.0,0
48,15248,515,Employed,19403,36,High School,0,212,0.1634420928621077,0.4551029082502321,0,0,23,29,Home,57.0,0
35,39345,601,Employed,17206,24,High School,0,357,0.4482045991103393,0.0240909671052111,0,0,26,2,Education,53.0,0
42,20078,611,Self-Employed,23166,60,High School,1,282,0.4415547373559722,0.160886868383215,0,0,18,26,Auto,53.0,0
40,162439,606,Employed,21107,60,High School,1,639,0.0813730206653318,0.5457122744128271,0,0,22,4,Home,44.0,1
41,41973,650,Employed,21299,84,Associate,0,490,0.4266391657125456,0.5311142250124683,0,0,34,15,Auto,54.0,0
30,52828,652,Employed,26629,12,Doctorate,0,268,0.3075757829788659,0.1127473101817173,0,0,25,19,Auto,40.0,0
40,78355,640,Employed,12575,120,Bachelor,1,454,0.0436639893408144,0.3476615780437784,0,0,29,20,Other,33.6,1
45,126823,460,Employed,21640,60,Master,3,429,0.1640290561894337,0.0509531804526011,1,1,18,4,Education,68.0,0
57,34903,535,Employed,54146,48,Doctorate,1,295,0.5391047586218397,0.3437752875442585,0,0,21,26,Education,54.0,0
51,87835,632,Employed,16563,48,Bachelor,2,310,0.1637724168989604,0.4580893721686578,0,0,25,27,Home,40.8,1
65,94430,591,Employed,17300,48,High School,1,329,0.2967504358852464,0.3196122334812001,0,0,25,27,Auto,42.400000000000006,1
30,58410,618,Employed,33096,108,Master,3,187,0.4617702872808376,0.3675819303355213,0,0,22,15,Home,52.0,0
50,59113,615,Employed,15411,24,Bachelor,1,1408,0.3875904287906687,0.0444160092114354,0,1,26,1,Other,55.0,0
42,45271,568,Employed,20946,24,Doctorate,2,384,0.5671538603144004,0.3382244289751114,0,0,26,4,Education,59.0,0
66,47088,475,Employed,22865,12,Bachelor,0,489,0.3339444845995768,0.3241205814823818,0,0,21,11,Home,53.0,0
30,39186,544,Employed,15937,36,Bachelor,3,495,0.0603940081044726,0.4240743174997644,0,1,27,11,Auto,58.0,0
29,35052,506,Employed,14359,84,Master,0,516,0.415672173363491,0.2462711783025159,0,0,27,13,Home,50.0,0
32,77345,589,Unemployed,29198,60,Bachelor,1,1014,0.0807926660764408,0.1379139054133913,0,0,27,21,Education,52.0,0
18,23423,570,Employed,52430,12,Bachelor,4,215,0.8045085039124451,0.2999916190596574,0,0,19,21,Other,53.0,0
33,74922,576,Employed,15354,48,Associate,3,672,0.3343330742045367,0.1467468203710842,0,0,25,20,Auto,40.0,1
30,119257,521,Employed,49386,60,Master,1,425,0.397727050146264,0.4421428416353963,0,0,22,14,Debt Consolidation,55.0,0
41,62019,599,Employed,24378,96,Bachelor,3,257,0.2294132249987219,0.1574240695660705,0,0,24,12,Home,33.6,1
44,15132,551,Employed,12154,36,Associate,3,195,0.3568238436149107,0.3393342414769026,0,0,29,11,Auto,56.0,0
62,98825,663,Employed,12862,12,Associate,2,90,0.452842967273553,0.3708995959323932,0,0,14,19,Education,38.400000000000006,1
51,35954,603,Employed,21732,108,Bachelor,2,503,0.2853546012067132,0.4227111926088286,0,0,27,21,Education,54.0,0
33,27379,557,Employed,42959,24,High School,0,817,0.1138687495019542,0.0372829981700588,0,0,13,17,Home,47.0,0
29,40688,550,Employed,22853,48,High School,0,145,0.4429660339202055,0.5342308483118097,0,0,27,17,Debt Consolidation,60.0,0
45,93411,551,Employed,23157,72,High School,3,499,0.0864233695547396,0.4042919518418408,0,0,24,2,Auto,46.400000000000006,1
24,21210,572,Employed,23434,60,Master,3,385,0.6319312227532125,0.1396741010153708,0,0,25,18,Home,54.0,0
61,55593,643,Employed,23776,96,Associate,0,860,0.4900272194765173,0.19221188455781,0,0,17,19,Auto,46.0,0
54,184838,569,Employed,31331,36,Bachelor,1,369,0.1764761336097022,0.3467122146908664,0,0,21,14,Education,40.8,1
34,27349,484,Unemployed,47668,108,Master,2,396,0.7296453193456595,0.0407752080395278,0,0,24,1,Home,57.0,0
19,33191,576,Employed,19786,36,High School,1,523,0.0945129335256683,0.2562940967824819,0,0,26,4,Education,47.0,0
56,24858,536,Employed,6505,48,High School,1,827,0.4343008742342029,0.2123531803966269,0,0,32,16,Education,51.0,0
38,86622,627,Employed,23891,84,Master,0,338,0.2318107367879083,0.4487374828848818,1,0,35,24,Debt Consolidation,62.0,0
54,31769,526,Self-Employed,26082,60,Bachelor,4,568,0.2968591316928597,0.2769955574952578,0,0,32,5,Education,58.0,0
